entity,code,parent_code,payload
performance,PERF_ENG_CHARGEUSE_01_2026-07-13,,"{""machine"":""ENG_CHARGEUSE_01"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":92.5,""performance"":88.0,""quality"":96.7,""oee"":78.7,""total_pieces"":455,""scrap_pieces"":10,""fuel_consumption"":42.0,""engine_on_hours"":7.8,""utilization_pct"":89.5,""reliability_pct"":94.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARGEUSE_01_2026-07-14,,"{""machine"":""ENG_CHARGEUSE_01"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":93.5,""performance"":90.0,""quality"":97.4,""oee"":82.0,""total_pieces"":462,""scrap_pieces"":11,""fuel_consumption"":42.0,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-08,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":90.5,""performance"":83.0,""quality"":96.7,""oee"":72.6,""total_pieces"":438,""scrap_pieces"":6,""fuel_consumption"":45.8,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-09,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":91.5,""performance"":85.0,""quality"":97.4,""oee"":75.8,""total_pieces"":445,""scrap_pieces"":7,""fuel_consumption"":45.8,""engine_on_hours"":7.5,""utilization_pct"":88.5,""reliability_pct"":93.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-10,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":92.5,""performance"":87.0,""quality"":98.1,""oee"":78.9,""total_pieces"":452,""scrap_pieces"":8,""fuel_consumption"":45.8,""engine_on_hours"":7.8,""utilization_pct"":89.5,""reliability_pct"":94.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-11,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":93.5,""performance"":89.0,""quality"":96.0,""oee"":79.9,""total_pieces"":459,""scrap_pieces"":9,""fuel_consumption"":45.8,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-12,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":94.5,""performance"":91.0,""quality"":96.7,""oee"":83.2,""total_pieces"":466,""scrap_pieces"":10,""fuel_consumption"":45.8,""engine_on_hours"":7.5,""utilization_pct"":91.5,""reliability_pct"":96.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-13,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":95.5,""performance"":78.0,""quality"":97.4,""oee"":72.6,""total_pieces"":473,""scrap_pieces"":11,""fuel_consumption"":45.8,""engine_on_hours"":7.8,""utilization_pct"":92.5,""reliability_pct"":97.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_PELLE_01_2026-07-14,,"{""machine"":""ENG_PELLE_01"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":87.5,""performance"":80.0,""quality"":98.1,""oee"":68.7,""total_pieces"":480,""scrap_pieces"":12,""fuel_consumption"":45.8,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-08,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":93.5,""performance"":88.0,""quality"":97.4,""oee"":80.1,""total_pieces"":456,""scrap_pieces"":7,""fuel_consumption"":49.6,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-09,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":94.5,""performance"":90.0,""quality"":98.1,""oee"":83.4,""total_pieces"":463,""scrap_pieces"":8,""fuel_consumption"":49.6,""engine_on_hours"":7.5,""utilization_pct"":91.5,""reliability_pct"":96.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-10,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":95.5,""performance"":92.0,""quality"":96.0,""oee"":84.3,""total_pieces"":470,""scrap_pieces"":9,""fuel_consumption"":49.6,""engine_on_hours"":7.8,""utilization_pct"":92.5,""reliability_pct"":97.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-11,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":87.5,""performance"":79.0,""quality"":96.7,""oee"":66.8,""total_pieces"":477,""scrap_pieces"":10,""fuel_consumption"":49.6,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-12,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":88.5,""performance"":81.0,""quality"":97.4,""oee"":69.8,""total_pieces"":484,""scrap_pieces"":11,""fuel_consumption"":49.6,""engine_on_hours"":7.5,""utilization_pct"":85.5,""reliability_pct"":90.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-13,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":89.5,""performance"":83.0,""quality"":98.1,""oee"":72.9,""total_pieces"":491,""scrap_pieces"":12,""fuel_consumption"":49.6,""engine_on_hours"":7.8,""utilization_pct"":86.5,""reliability_pct"":91.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CAMION_01_2026-07-14,,"{""machine"":""ENG_CAMION_01"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":90.5,""performance"":85.0,""quality"":96.0,""oee"":73.8,""total_pieces"":498,""scrap_pieces"":5,""fuel_consumption"":49.6,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-08,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":87.5,""performance"":78.0,""quality"":98.1,""oee"":67.0,""total_pieces"":474,""scrap_pieces"":8,""fuel_consumption"":53.4,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-09,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":88.5,""performance"":80.0,""quality"":96.0,""oee"":68.0,""total_pieces"":481,""scrap_pieces"":9,""fuel_consumption"":53.4,""engine_on_hours"":7.5,""utilization_pct"":85.5,""reliability_pct"":90.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-10,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":89.5,""performance"":82.0,""quality"":96.7,""oee"":71.0,""total_pieces"":488,""scrap_pieces"":10,""fuel_consumption"":53.4,""engine_on_hours"":7.8,""utilization_pct"":86.5,""reliability_pct"":91.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-11,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":90.5,""performance"":84.0,""quality"":97.4,""oee"":74.0,""total_pieces"":495,""scrap_pieces"":11,""fuel_consumption"":53.4,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-12,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":91.5,""performance"":86.0,""quality"":98.1,""oee"":77.2,""total_pieces"":502,""scrap_pieces"":12,""fuel_consumption"":53.4,""engine_on_hours"":7.5,""utilization_pct"":88.5,""reliability_pct"":93.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-13,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":92.5,""performance"":88.0,""quality"":96.0,""oee"":78.1,""total_pieces"":509,""scrap_pieces"":5,""fuel_consumption"":53.4,""engine_on_hours"":7.8,""utilization_pct"":89.5,""reliability_pct"":94.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_ENG_CHARIOT_01_2026-07-14,,"{""machine"":""ENG_CHARIOT_01"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":93.5,""performance"":90.0,""quality"":96.7,""oee"":81.4,""total_pieces"":516,""scrap_pieces"":6,""fuel_consumption"":53.4,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Exploitation""}"
performance,PERF_MAC_CONCASSEUR_2026-07-08,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":90.5,""performance"":83.0,""quality"":96.0,""oee"":72.1,""total_pieces"":492,""scrap_pieces"":9,""fuel_consumption"":57.2,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_CONCASSEUR_2026-07-09,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":91.5,""performance"":85.0,""quality"":96.7,""oee"":75.2,""total_pieces"":499,""scrap_pieces"":10,""fuel_consumption"":57.2,""engine_on_hours"":7.5,""utilization_pct"":88.5,""reliability_pct"":93.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_CONCASSEUR_2026-07-10,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":92.5,""performance"":87.0,""quality"":97.4,""oee"":78.4,""total_pieces"":506,""scrap_pieces"":11,""fuel_consumption"":57.2,""engine_on_hours"":7.8,""utilization_pct"":89.5,""reliability_pct"":94.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_CONCASSEUR_2026-07-11,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":93.5,""performance"":89.0,""quality"":98.1,""oee"":81.6,""total_pieces"":513,""scrap_pieces"":12,""fuel_consumption"":57.2,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_CONCASSEUR_2026-07-12,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":94.5,""performance"":91.0,""quality"":96.0,""oee"":82.6,""total_pieces"":520,""scrap_pieces"":5,""fuel_consumption"":57.2,""engine_on_hours"":7.5,""utilization_pct"":91.5,""reliability_pct"":96.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_CONCASSEUR_2026-07-13,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":95.5,""performance"":78.0,""quality"":96.7,""oee"":72.0,""total_pieces"":527,""scrap_pieces"":6,""fuel_consumption"":57.2,""engine_on_hours"":7.8,""utilization_pct"":92.5,""reliability_pct"":97.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_CONCASSEUR_2026-07-14,,"{""machine"":""MAC_CONCASSEUR"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":87.5,""performance"":80.0,""quality"":97.4,""oee"":68.2,""total_pieces"":534,""scrap_pieces"":7,""fuel_consumption"":57.2,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-08,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":93.5,""performance"":88.0,""quality"":96.7,""oee"":79.6,""total_pieces"":510,""scrap_pieces"":10,""fuel_consumption"":61.0,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-09,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":94.5,""performance"":90.0,""quality"":97.4,""oee"":82.8,""total_pieces"":517,""scrap_pieces"":11,""fuel_consumption"":61.0,""engine_on_hours"":7.5,""utilization_pct"":91.5,""reliability_pct"":96.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-10,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":95.5,""performance"":92.0,""quality"":98.1,""oee"":86.2,""total_pieces"":524,""scrap_pieces"":12,""fuel_consumption"":61.0,""engine_on_hours"":7.8,""utilization_pct"":92.5,""reliability_pct"":97.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-11,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":87.5,""performance"":79.0,""quality"":96.0,""oee"":66.4,""total_pieces"":531,""scrap_pieces"":5,""fuel_consumption"":61.0,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-12,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":88.5,""performance"":81.0,""quality"":96.7,""oee"":69.3,""total_pieces"":538,""scrap_pieces"":6,""fuel_consumption"":61.0,""engine_on_hours"":7.5,""utilization_pct"":85.5,""reliability_pct"":90.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-13,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":89.5,""performance"":83.0,""quality"":97.4,""oee"":72.4,""total_pieces"":545,""scrap_pieces"":7,""fuel_consumption"":61.0,""engine_on_hours"":7.8,""utilization_pct"":86.5,""reliability_pct"":91.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_MALAXEUR_2026-07-14,,"{""machine"":""MAC_MALAXEUR"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":90.5,""performance"":85.0,""quality"":98.1,""oee"":75.5,""total_pieces"":552,""scrap_pieces"":8,""fuel_consumption"":61.0,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Process""}"
performance,PERF_MAC_POMPE_2026-07-08,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":87.5,""performance"":78.0,""quality"":97.4,""oee"":66.5,""total_pieces"":528,""scrap_pieces"":11,""fuel_consumption"":64.8,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_POMPE_2026-07-09,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":88.5,""performance"":80.0,""quality"":98.1,""oee"":69.5,""total_pieces"":535,""scrap_pieces"":12,""fuel_consumption"":64.8,""engine_on_hours"":7.5,""utilization_pct"":85.5,""reliability_pct"":90.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_POMPE_2026-07-10,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":89.5,""performance"":82.0,""quality"":96.0,""oee"":70.5,""total_pieces"":542,""scrap_pieces"":5,""fuel_consumption"":64.8,""engine_on_hours"":7.8,""utilization_pct"":86.5,""reliability_pct"":91.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_POMPE_2026-07-11,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":90.5,""performance"":84.0,""quality"":96.7,""oee"":73.5,""total_pieces"":549,""scrap_pieces"":6,""fuel_consumption"":64.8,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_POMPE_2026-07-12,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":91.5,""performance"":86.0,""quality"":97.4,""oee"":76.6,""total_pieces"":556,""scrap_pieces"":7,""fuel_consumption"":64.8,""engine_on_hours"":7.5,""utilization_pct"":88.5,""reliability_pct"":93.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_POMPE_2026-07-13,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":92.5,""performance"":88.0,""quality"":98.1,""oee"":79.9,""total_pieces"":563,""scrap_pieces"":8,""fuel_consumption"":64.8,""engine_on_hours"":7.8,""utilization_pct"":89.5,""reliability_pct"":94.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_POMPE_2026-07-14,,"{""machine"":""MAC_POMPE"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":93.5,""performance"":90.0,""quality"":96.0,""oee"":80.8,""total_pieces"":570,""scrap_pieces"":9,""fuel_consumption"":64.8,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-08,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-08T00:00:00+00:00"",""period_end"":""2026-07-08T23:59:00+00:00"",""availability"":90.5,""performance"":83.0,""quality"":98.1,""oee"":73.7,""total_pieces"":546,""scrap_pieces"":12,""fuel_consumption"":68.6,""engine_on_hours"":7.2,""utilization_pct"":87.5,""reliability_pct"":92.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-09,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-09T00:00:00+00:00"",""period_end"":""2026-07-09T23:59:00+00:00"",""availability"":91.5,""performance"":85.0,""quality"":96.0,""oee"":74.7,""total_pieces"":553,""scrap_pieces"":5,""fuel_consumption"":68.6,""engine_on_hours"":7.5,""utilization_pct"":88.5,""reliability_pct"":93.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-10,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-10T00:00:00+00:00"",""period_end"":""2026-07-10T23:59:00+00:00"",""availability"":92.5,""performance"":87.0,""quality"":96.7,""oee"":77.8,""total_pieces"":560,""scrap_pieces"":6,""fuel_consumption"":68.6,""engine_on_hours"":7.8,""utilization_pct"":89.5,""reliability_pct"":94.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-11,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-11T00:00:00+00:00"",""period_end"":""2026-07-11T23:59:00+00:00"",""availability"":93.5,""performance"":89.0,""quality"":97.4,""oee"":81.1,""total_pieces"":567,""scrap_pieces"":7,""fuel_consumption"":68.6,""engine_on_hours"":7.2,""utilization_pct"":90.5,""reliability_pct"":95.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-12,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-12T00:00:00+00:00"",""period_end"":""2026-07-12T23:59:00+00:00"",""availability"":94.5,""performance"":91.0,""quality"":98.1,""oee"":84.4,""total_pieces"":574,""scrap_pieces"":8,""fuel_consumption"":68.6,""engine_on_hours"":7.5,""utilization_pct"":91.5,""reliability_pct"":96.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-13,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-13T00:00:00+00:00"",""period_end"":""2026-07-13T23:59:00+00:00"",""availability"":95.5,""performance"":78.0,""quality"":96.0,""oee"":71.5,""total_pieces"":581,""scrap_pieces"":9,""fuel_consumption"":68.6,""engine_on_hours"":7.8,""utilization_pct"":92.5,""reliability_pct"":97.5,""line_name"":""Ligne Conditionnement""}"
performance,PERF_MAC_GROUPE_2026-07-14,,"{""machine"":""MAC_GROUPE"",""period_start"":""2026-07-14T00:00:00+00:00"",""period_end"":""2026-07-14T23:59:00+00:00"",""availability"":87.5,""performance"":80.0,""quality"":96.7,""oee"":67.7,""total_pieces"":588,""scrap_pieces"":10,""fuel_consumption"":68.6,""engine_on_hours"":7.2,""utilization_pct"":84.5,""reliability_pct"":89.5,""line_name"":""Ligne Conditionnement""}"
warehouse,WH_DKR,,"{""name"":""Magasin pièces Diamniadio"",""site"":""SITE_DAKAR"",""address"":""Atelier central, Diamniadio"",""capacity"":850,""manager"":""USR_IBRAHIMA""}"
warehouse,WH_THS,,"{""name"":""Entrepôt matières Thiès"",""site"":""SITE_THIES"",""address"":""Dépôt principal, Thiès"",""capacity"":1450,""manager"":""USR_KHADY""}"
spare_part,PDR-TFX-001,,"{""reference"":""PDR-TFX-001"",""name"":""Filtre à huile moteur"",""unit"":""PC"",""quantity"":24,""min_stock"":8,""max_stock"":40,""threshold"":8,""unit_price"":18500,""warehouse"":""WH_DKR"",""manufacturer"":""Caterpillar"",""machine"":""ENG_CHARGEUSE_01"",""location"":""Rayon 1 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-002,,"{""reference"":""PDR-TFX-002"",""name"":""Filtre à carburant"",""unit"":""PC"",""quantity"":12,""min_stock"":10,""max_stock"":35,""threshold"":10,""unit_price"":14500,""warehouse"":""WH_DKR"",""manufacturer"":""Fleetguard"",""machine"":""ENG_CAMION_01"",""location"":""Rayon 2 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-003,,"{""reference"":""PDR-TFX-003"",""name"":""Courroie trapézoïdale"",""unit"":""PC"",""quantity"":7,""min_stock"":5,""max_stock"":20,""threshold"":5,""unit_price"":42000,""warehouse"":""WH_DKR"",""manufacturer"":""Gates"",""machine"":""MAC_CONCASSEUR"",""location"":""Rayon 3 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-004,,"{""reference"":""PDR-TFX-004"",""name"":""Huile hydraulique ISO VG 46"",""unit"":""L"",""quantity"":680,""min_stock"":250,""max_stock"":1200,""threshold"":250,""unit_price"":3200,""warehouse"":""WH_DKR"",""manufacturer"":""TotalEnergies"",""machine"":""ENG_PELLE_01"",""location"":""Rayon 4 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-005,,"{""reference"":""PDR-TFX-005"",""name"":""Graisse haute température"",""unit"":""KG"",""quantity"":95,""min_stock"":30,""max_stock"":180,""threshold"":30,""unit_price"":6500,""warehouse"":""WH_DKR"",""manufacturer"":""Shell"",""machine"":""MAC_MALAXEUR"",""location"":""Rayon 5 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-006,,"{""reference"":""PDR-TFX-006"",""name"":""Plaque d'usure concasseur"",""unit"":""SET"",""quantity"":3,""min_stock"":2,""max_stock"":8,""threshold"":2,""unit_price"":485000,""warehouse"":""WH_DKR"",""manufacturer"":""Metso"",""machine"":""MAC_CONCASSEUR"",""location"":""Rayon 6 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,MAT-TFX-101,,"{""reference"":""MAT-TFX-101"",""name"":""Ciment CEM II 42,5"",""unit"":""KG"",""quantity"":48500,""min_stock"":15000,""max_stock"":80000,""threshold"":15000,""unit_price"":95,""warehouse"":""WH_THS"",""manufacturer"":""SOCOCIM"",""machine"":""MAC_MALAXEUR"",""location"":""Rayon 1 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,MAT-TFX-102,,"{""reference"":""MAT-TFX-102"",""name"":""Adjuvant plastifiant"",""unit"":""L"",""quantity"":1250,""min_stock"":400,""max_stock"":2400,""threshold"":400,""unit_price"":1750,""warehouse"":""WH_THS"",""manufacturer"":""Sika"",""machine"":""MAC_MALAXEUR"",""location"":""Rayon 2 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-007,,"{""reference"":""PDR-TFX-007"",""name"":""Pneu poids lourd 12R22.5"",""unit"":""PC"",""quantity"":10,""min_stock"":6,""max_stock"":24,""threshold"":6,""unit_price"":265000,""warehouse"":""WH_THS"",""manufacturer"":""Michelin"",""machine"":""ENG_CAMION_01"",""location"":""Rayon 7 — niveau 2"",""status"":""DISPONIBLE""}"
spare_part,PDR-TFX-008,,"{""reference"":""PDR-TFX-008"",""name"":""Batterie 12 V 180 Ah"",""unit"":""PC"",""quantity"":4,""min_stock"":4,""max_stock"":12,""threshold"":4,""unit_price"":128000,""warehouse"":""WH_THS"",""manufacturer"":""Varta"",""machine"":""MAC_GROUPE"",""location"":""Rayon 8 — niveau 2"",""status"":""DISPONIBLE""}"
